"AIRPORT","LATITUDE","LONGITUDE","AIRPORT_IS_LATEST",
"JZM",66.21611111,-155.66944444,0,
"JZM",66.17611111,-155.68472222,0,
"JZM",66.21611111,-155.66944444,0,
"JZM",66.17611111,-155.68472222,1,
"JZN",47.21166667,-119.83972222,1,
"JZO",42.79722222,-112.82527778,1,
"JZP",42.74305556,-122.48805556,0,
"JZP",42.74250000,-122.48888889,0,
"JZP",42.74305556,-122.48805556,0,
"JZP",42.74250000,-122.48888889,1,
"JZQ",28.47361111,-82.45555556,0,
"JZQ",28.47361111,-82.45555556,0,
"JZQ",28.47361111,-82.45555556,0,
"JZQ",28.47361111,-82.45555556,1,
"JZR",45.70305556,-108.76111111,0,
"JZR",45.70444444,-108.75944444,0,
"JZR",45.70527778,-108.76083333,1,
"JZT",32.66361111,-97.09416667,0,
"JZT",32.66388889,-97.09416667,1,
"JZU",42.89138889,-73.24638889,0,
"JZU",42.89111111,-73.24611111,1,
"JZV",34.83333333,-92.25388889,0,
"JZV",34.83305556,-92.25416667,1,
"JZW",31.41583333,-87.04416667,0,
"JZW",31.41500000,-87.04444444,0,
"JZW",31.41500000,-87.04333333,0,
"JZW",31.41583333,-87.04416667,0,
"JZW",31.41500000,-87.04333333,1,
"JZX",38.57861111,-122.43527778,0,
"JZX",38.58000000,-122.43555556,1,
"JZY",45.94250000,-116.12416667,0,
"JZY",45.94250000,-116.12333333,0,
"JZY",45.94277778,-116.12305556,0,
"JZY",45.94250000,-116.12333333,0,
"JZY",45.94277778,-116.12305556,1,
"JZZ",46.38333333,17.91666667,0,
"JZZ",46.39305556,17.91750000,0,
"JZZ",46.39305556,17.91750000,1,
"K01",36.80000000,-86.81027778,0,
"K01",36.79972222,-86.81083333,1,
"KAA",-10.21583333,31.13000000,0,
"KAA",-10.21777778,31.12972222,0,
"KAA",-10.21333333,31.12833333,1,
"KAB",-16.51833333,28.88527778,0,
"KAB",-16.51833333,28.88527778,0,
"KAB",-16.51972222,28.88500000,1,
"KAC",37.02777778,41.19861111,0,
"KAC",37.02027778,41.18611111,0,
"KAC",37.02055556,41.19138889,0,
"KAC",37.02027778,41.18611111,0,
"KAC",37.02055556,41.19138889,1,
"KAD",10.59583333,7.44027778,0,
"KAD",10.69583333,7.32000000,0,
"KAD",10.69583333,7.32027778,0,
"KAD",10.69583333,7.32000000,0,
"KAD",10.69583333,7.32027778,1,
"KAE",56.97333333,-133.94388889,1,
"KAG",37.75222222,128.94972222,0,
"KAG",37.75361111,128.94388889,1,
"KAI",5.16666667,-59.48333333,0,
"KAI",5.16666667,-59.48333333,0,
"KAI",5.17750000,-59.48944444,0,
"KAI",5.17611111,-59.48777778,0,
"KAI",5.17750000,-59.48944444,0,
"KAI",5.17611111,-59.48777778,1,
"KAJ",64.27777778,27.68888889,0,
"KAJ",64.28555556,27.69250000,1,
"KAL",64.31888889,-158.74138889,1,
"KAN",12.04638889,8.52388889,0,
"KAN",12.04750000,8.52472222,0,
"KAN",12.04805556,8.52361111,0,
"KAN",12.04888889,8.52000000,0,
"KAN",12.04750000,8.52472222,0,
"KAN",12.04805556,8.52361111,0,
"KAN",12.04805556,8.52361111,0,
"KAN",12.04750000,8.52472222,0,
"KAN",12.04805556,8.52361111,1,
"KAO",65.99027778,29.23388889,0,
"KAO",65.98750000,29.23944444,1,
"KAR",5.86944444,-60.62861111,0,
"KAR",5.86527778,-60.61416667,1,
"KAT",-35.06944444,173.28333333,0,
"KAT",-35.06944444,173.28583333,1,
"KAW",10.04916667,98.53805556,0,
"KAW",10.04944444,98.53805556,1,
"KBC",66.26666667,-145.80000000,0,
"KBC",66.27583333,-145.81805556,0,
"KBC",66.27444444,-145.81805556,0,
"KBC",66.27583333,-145.81805556,0,
"KBC",66.27444444,-145.81805556,1,
"KBE",55.92944444,-131.57000000,1,
"KBG",2.32944444,31.49638889,0,
"KBG",2.32638889,31.49750000,1,
"KBK",57.64472222,-136.09305556,1,
"KBL",34.56388889,69.21388889,0,
"KBL",34.56583333,69.21222222,0,
"KBL",34.56583333,69.21250000,0,
"KBL",34.56583333,69.21222222,0,
"KBL",34.56583333,69.21222222,0,
"KBL",34.56583333,69.21222222,1,
"KBO",-6.08805556,26.91666667,0,
"KBO",-6.08472222,26.91722222,1,
"KBP",50.34500000,30.89472222,0,
"KBP",50.34500000,30.89472222,0,
"KBP",50.33944444,30.89277778,1,
"KBR",6.16527778,102.29361111,0,
"KBR",6.16666667,102.29361111,0,
"KBR",6.16638889,102.29555556,0,
"KBR",6.16666667,102.29361111,0,
"KBR",6.16638889,102.29555556,1,
"KBS",7.94388889,-11.76194444,0,
"KBS",7.94500000,-11.76083333,0,
"KBS",7.94444444,-11.76111111,0,
"KBS",7.94500000,-11.76083333,0,
"KBS",7.94444444,-11.76111111,1,
"KBV",8.09916667,98.98611111,0,
"KBV",8.09583333,98.98888889,1,
"KBW",56.28805556,-158.38333333,1,
"KCA",41.71805556,82.98694444,1,
"KCC",56.03333333,-132.91666667,1,
"KCE",-20.59611111,147.86000000,1,
"KCG",56.31222222,-158.37194444,0,
"KCG",56.31138889,-158.37333333,0,
"KCG",56.31138889,-158.37305556,0,
"KCG",56.31138889,-158.37333333,1,
"KCH",1.48416667,110.34083333,0,
"KCH",1.48472222,110.34694444,0,
"KCH",1.48722222,110.35277778,1,
"KCK",39.15000000,-94.60000000,1,
"KCL",56.31111111,-158.53416667,0,
"KCL",56.31083333,-158.53444444,0,
"KCL",56.31111111,-158.53416667,0,
"KCL",56.31083333,-158.53444444,1,
"KCN",53.40000000,-167.55000000,1,
"KCQ",56.25583333,-158.77333333,0,
"KCQ",56.25500000,-158.77527778,0,
"KCQ",56.25555556,-158.77777778,0,
"KCQ",56.25500000,-158.77527778,0,
"KCQ",56.25555556,-158.77777778,1,
"KCR",63.57111111,-156.00527778,1,
"KCZ",33.54111111,133.67694444,0,
"KCZ",33.54611111,133.66944444,1,
"KDE",-5.69527778,142.74444444,0,
"KDE",-5.69472222,142.74444444,0,
"KDE",-5.69472222,142.74444444,0,
"KDE",-5.69527778,142.74444444,1,
"KDE",-5.68333333,142.73333333,0,
"KDH",31.50583333,65.84777778,1,
"KDH",31.50694444,65.84750000,0,
"KDJ",-0.15000000,10.76666667,1,
"KDK",57.80583333,-152.37388889,1,
"KDK",57.80722222,-152.37000000,0,
"KDT",14.10194444,99.91722222,1,
"KDT",14.10000000,99.91666667,0,
"KEB",59.35277778,-151.92222222,0,
"KEB",59.35222222,-151.92527778,1,
"KED",16.16138889,-13.50777778,0,
"KED",16.15944444,-13.50750000,1,
"KEF",63.98500000,-22.60555556,0,
"KEF",63.98166667,-22.61333333,0,
"KEF",63.98500000,-22.60555556,0,
"KEF",63.98166667,-22.61333333,1,
"KEH",47.75472222,-122.25916667,1,
"KEJ",55.27000000,86.10750000,0,
"KEJ",55.27000000,86.10750000,0,
"KEJ",55.27000000,86.10750000,0,
"KEJ",55.27000000,86.10750000,1,
"KEK",59.35527778,-157.47750000,0,
"KEK",59.35472222,-157.47194444,0,
"KEK",59.35694444,-157.47111111,0,
"KEK",59.35472222,-157.47194444,0,
"KEK",59.35694444,-157.47111111,1,
"KEL",54.38083333,10.14333333,0,
"KEL",54.38083333,10.14333333,0,
"KEL",54.37944444,10.14527778,0,
"KEL",54.37944444,10.14416667,0,
"KEL",54.37944444,10.14527778,0,
"KEL",54.37944444,10.14416667,1,
"KEM",65.78000000,24.58583333,0,
"KEM",65.78194444,24.58250000,1,
"KEN",7.88333333,-11.18333333,0,
"KEN",7.89500000,-11.17472222,0,
"KEN",7.89666667,-11.17361111,0,
"KEN",7.89500000,-11.17472222,0,
"KEN",7.89666667,-11.17361111,1,
"KEO",9.49000000,-7.57083333,1,
"KEP",28.10166667,81.67000000,0,
"KEP",28.10361111,81.66694444,1,
"KER",30.26333333,56.95750000,0,
"KER",30.27444444,56.95111111,0,
"KER",30.27333333,56.95138889,0,
"KER",30.27444444,56.95111111,0,
"KER",30.27333333,56.95138889,1,
"KEZ",25.32277778,-80.27694444,0,
"KFA",16.58888889,-11.40527778,0,
"KFA",16.59000000,-11.40611111,1,
"KFP",54.84777778,-163.40722222,0,
"KFP",54.84916667,-163.40916667,0,
"KFP",54.84750000,-163.41027778,0,
"KFP",54.84777778,-163.40694444,0,
"KFP",54.84750000,-163.41027778,0,
"KFP",54.84777778,-163.40722222,1,
"KGA",-5.90000000,22.47055556,0,
"KGA",-5.90000000,22.46916667,1,
"KGC",-35.73333333,137.51666667,0,
"KGC",-35.71388889,137.52138889,0,
"KGC",-35.71388889,137.52138889,1,
"KGD",54.89000000,20.59277778,0,
"KGD",54.89000000,20.59277778,0,
"KGD",54.89027778,20.59250000,0,
"KGD",54.89000000,20.59250000,0,
"KGD",54.89000000,20.59277778,0,
"KGD",54.89000000,20.59250000,1,
"KGF",49.67194444,73.33555556,1,
"KGG",12.57083333,-12.21722222,0,
"KGG",12.57250000,-12.22027778,1,
"KGI",-30.76666667,121.46666667,1,
"KGJ",-9.95777778,33.89222222,0,
"KGJ",-9.95333333,33.89333333,0,
"KGJ",-9.95333333,33.89305556,0,
"KGJ",-9.95333333,33.89333333,0,
"KGJ",-9.95333333,33.89305556,1,
"KGK",59.80000000,-157.23333333,0,
"KGK",59.72666667,-157.25944444,0,
"KGK",59.72666667,-157.26027778,0,
"KGK",59.72666667,-157.25944444,0,
"KGK",59.72666667,-157.26027778,1,
"KGL",-1.96777778,30.14000000,0,
"KGL",-1.96777778,30.14000000,0,
"KGL",-1.96833333,30.13861111,0,
"KGL",-1.96861111,30.13944444,0,
"KGL",-1.96833333,30.13861111,0,
"KGL",-1.96861111,30.13944444,1,
"KGS",36.79305556,27.09527778,0,
"KGS",36.79333333,27.09166667,0,
"KGS",36.79472222,27.09111111,0,
"KGS",36.79333333,27.09166667,0,
"KGS",36.79472222,27.09111111,1,
"KGU",5.35666667,116.16194444,0,
"KGU",5.35722222,116.15916667,0,
"KGU",5.35666667,116.16555556,0,
"KGU",5.35722222,116.15916667,0,
"KGU",5.35666667,116.16555556,1,
"KGX",62.89527778,-160.06250000,0,
"KGX",62.89444444,-160.06500000,0,
"KGX",62.89222222,-160.06638889,0,
"KGX",62.89444444,-160.06500000,0,
"KGX",62.89222222,-160.06638889,1,
"KGZ",61.45555556,-142.37888889,0,
"KGZ",61.45500000,-142.38083333,1,
"KHE",46.67527778,32.62777778,0,
"KHE",46.67527778,32.62777778,1,
"KHH",22.57250000,120.34527778,0,
"KHH",22.57722222,120.35000000,0,
"KHH",22.57694444,120.35027778,0,
"KHH",22.57722222,120.35000000,0,
"KHH",22.57694444,120.35027778,1,
"KHI",24.90555556,67.15694444,0,
"KHI",24.90666667,67.16083333,0,
"KHI",24.90861111,67.16277778,0,
"KHI",24.90666667,67.16083333,0,
"KHI",24.90861111,67.16277778,0,
"KHI",24.90666667,67.16083333,0,
"KHI",24.90861111,67.16277778,0,
"KHI",24.90666667,67.16083333,1,
"KHK",29.26166667,50.32361111,0,
"KHK",29.26083333,50.32194444,1,
"KHM",25.99000000,95.68083333,0,
"KHM",25.98861111,95.67472222,1,
"KHN",28.42166667,115.92333333,1,
"KHN",28.86222222,115.90138889,0,
"KHN",28.86472222,115.90277778,0,
"KHN",28.86472222,115.90250000,0,
"KHN",28.86222222,115.90138889,0,
"KHN",28.86472222,115.90250000,1,
"KHV",48.52666667,135.18666667,0,
"KHV",48.52666667,135.18666667,0,
"KHV",48.52805556,135.18833333,0,
"KHV",48.52805556,135.18833333,0,
"KHV",48.52805556,135.18833333,0,
"KHV",48.52805556,135.18805556,0,
"KHV",48.52805556,135.18833333,0,
"KHV",48.52805556,135.18805556,1,
"KIB",55.90000000,-159.48333333,1,
"KID",55.91944444,14.08888889,0,
"KID",55.92166667,14.08555556,1,
"KIE",-6.31666667,155.71666667,0,
"KIE",-6.30555556,155.72805556,0,
"KIE",-6.30611111,155.72805556,0,
"KIE",-6.30555556,155.72805556,0,
"KIE",-6.30611111,155.72805556,1,
"KIH",26.52666667,53.98166667,0,
"KIH",26.52666667,53.98083333,1,
"KIJ",37.95333333,139.12250000,0,
"KIJ",37.95583333,139.12083333,1,
"KIK",35.47000000,44.35500000,0,
"KIK",35.46944444,44.34888889,0,
"KIK",35.46944444,44.34916667,0,
"KIK",35.46944444,44.34916667,0,
"KIK",35.46944444,44.34888889,0,
"KIK",35.46944444,44.34916667,1,
"KIM",-28.80583333,24.76638889,0,
"KIM",-28.80583333,24.76638889,0,
"KIM",-28.80277778,24.76527778,1,
"KIN",17.95000000,-76.73333333,0,
"KIN",17.93555556,-76.78750000,1,
"KIP",33.86055556,-98.49027778,1,
"KIR",52.18305556,-9.53444444,0,
"KIR",52.18083333,-9.52388889,1,
"KIS",-0.08555556,34.72861111,0,
"KIS",-0.08611111,34.72888889,0,
"KIS",-0.09166667,34.71805556,0,
"KIS",-0.08861111,34.72388889,0,
"KIS",-0.08611111,34.72888889,0,
"KIS",-0.08861111,34.72388889,1,
"KIT",36.29166667,23.02500000,0,
"KIT",36.27416667,23.01694444,0,
"KIT",36.27416667,23.01694444,0,
"KIT",36.27416667,23.01666667,0,
"KIT",36.27416667,23.01694444,0,
"KIT",36.27416667,23.01666667,1,
"KIV",46.93333333,28.93333333,0,
"KIV",46.93333333,28.93333333,0,
"KIV",46.92777778,28.93083333,1,
"KIW",-12.83944444,28.23055556,1,
"KIX",34.42833333,135.24388889,0,
"KIX",34.43361111,135.23361111,1,
"KIY",-8.91194444,39.51166667,0,
"KIY",-8.90944444,39.50916667,0,
"KIY",-8.91111111,39.50722222,0,
"KIY",-8.91027778,39.50833333,0,
"KIY",-8.90944444,39.50916667,0,
"KIY",-8.91027778,39.50833333,1,
"KJA",56.17305556,92.49333333,1,
"KJA",56.17277778,92.49333333,0,
"KJA",56.17250000,92.49333333,0,
"KJA",56.17277778,92.49333333,0,
"KJA",56.17277778,92.49333333,0,
"KJA",56.17305556,92.49333333,0,
"KJK",50.81888889,3.20888889,0,
"KJK",50.81861111,3.20916667,1,
"KJK",50.81722222,3.20472222,0,
"KJK",50.81861111,3.20916667,0,
"KJK",50.81722222,3.20472222,0,
"KK1",24.26666667,120.61416667,0,
"KK1",24.26500000,120.62083333,1,
"KKA",64.93944444,-161.15000000,0,
"KKA",64.93944444,-161.15416667,1,
"KKB",58.19166667,-152.35000000,1,
"KKC",16.46500000,102.78666667,0,
"KKC",16.46666667,102.78361111,1,
"KKE",-35.26111111,173.91388889,0,
"KKE",-35.25750000,173.91222222,1,
"KKH",59.96083333,-162.88111111,0,
"KKH",59.96166667,-162.88055556,0,
"KKH",59.96083333,-162.88111111,0,
"KKH",59.96166667,-162.88055556,1,
"KKI",60.90694444,-161.42222222,0,
"KKI",60.90472222,-161.42250000,0,
"KKI",60.91055556,-161.49972222,0,
"KKI",60.91305556,-161.49611111,0,
"KKI",60.91388889,-161.49333333,0,
"KKI",60.90472222,-161.42250000,0,
"KKI",60.91388889,-161.49333333,1,
"KKJ",33.83305556,130.94944444,0,
"KKJ",33.84555556,131.03500000,1,
"KKK",64.42500000,-156.84111111,0,
"KKK",64.42444444,-156.84333333,1,
"KKL",57.36777778,-154.02527778,1,
"KKN",69.72277778,29.89333333,0,
"KKN",69.72555556,29.89250000,0,
"KKN",69.72555556,29.89222222,1,
"KKO",-35.45277778,173.81666667,0,
"KKO",-35.45166667,173.81583333,1,
"KKU",58.81250000,-158.56055556,0,
"KKU",58.81111111,-158.55888889,1,
"KKW",-5.03611111,18.78027778,0,
"KKW",-5.03583333,18.78583333,1,
"KLB",-14.97583333,22.64444444,0,
"KLB",-14.99888889,22.64833333,1,
"KLG",61.53833333,-160.32444444,0,
"KLG",61.53638889,-160.34138889,0,
"KLG",61.53583333,-160.34555556,0,
"KLG",61.53638889,-160.34138889,0,
"KLG",61.53583333,-160.34555556,1,
"KLL",59.11861111,-156.86333333,0,
"KLL",59.12805556,-156.85861111,0,
"KLL",59.12694444,-156.86000000,0,
"KLL",59.12805556,-156.85861111,0,
"KLL",59.12694444,-156.86000000,1,
"KLN",57.53333333,-154.00000000,0,
"KLN",57.53500000,-153.97666667,1,
"KLO",11.68277778,122.37722222,0,
"KLO",11.68027778,122.37638889,0,
"KLO",11.68000000,122.37611111,0,
"KLO",11.68027778,122.37638889,0,
"KLO",11.67916667,122.37527778,1,
"KLP",57.55000000,-134.86666667,1,
"KLR",56.68500000,16.28722222,0,
"KLR",56.68555556,16.28750000,0,
"KLR",56.68750000,16.28555556,1,
"KLS",46.11805556,-122.89833333,0,
"KLS",46.11805556,-122.89833333,1,
"KLU",46.64305556,14.34166667,0,
"KLU",46.64250000,14.33777778,0,
"KLU",46.64250000,14.33777778,0,
"KLU",46.64250000,14.33888889,0,
"KLU",46.64250000,14.33777778,0,
"KLU",46.64250000,14.33888889,0,
"KLU",46.64250000,14.33888889,1,
"KLV",50.20000000,12.91666667,0,
"KLV",50.20000000,12.91666667,0,
"KLV",50.20305556,12.91527778,1,
"KLW",55.57916667,-133.07611111,1,
"KLX",37.06944444,22.02777778,0,
"KLX",37.06833333,22.02555556,0,
"KLX",37.06833333,22.02527778,0,
"KLX",37.06833333,22.02555556,0,
"KLX",37.06833333,22.02527778,1,
"KMA",-7.96472222,145.76750000,0,
"KMA",-7.96361111,145.76777778,0,
"KMA",-7.96361111,145.77138889,0,
"KMA",-7.96361111,145.76777778,0,
"KMA",-7.96361111,145.77138889,1,
"KMC",57.13333333,-153.20000000,1,
"KMC",27.90305556,45.52750000,0,
"KMC",27.90083333,45.52805556,0,
"KMC",27.90083333,45.52805556,0,
"KMC",27.90083333,45.52805556,0,
"KMC",27.90083333,45.52805556,1,
"KMF",-7.65027778,145.95861111,0,
"KMF",-7.64916667,145.95805556,1,
"KMG",24.98333333,102.73333333,0,
"KMG",24.99250000,102.74361111,1,
"KMI",31.87444444,131.44388889,0,
"KMI",31.87722222,131.44861111,0,
"KMI",31.87722222,131.44833333,0,
"KMI",31.87722222,131.44861111,0,
"KMI",31.87722222,131.44833333,1,
"KMJ",32.83194444,130.85250000,0,
"KMJ",32.83722222,130.85500000,1,
"KMN",-8.64111111,25.25000000,0,
"KMN",-8.64194444,25.25277778,1,
"KMO",58.98166667,-159.05666667,1,
"KMP",-26.53361111,18.10000000,0,
"KMP",-26.53361111,18.10000000,0,
"KMP",-26.53888889,18.11166667,0,
"KMP",-26.53972222,18.11138889,0,
"KMP",-26.53888889,18.11166667,0,
"KMP",-26.53972222,18.11138889,1,
"KMQ",36.39388889,136.41694444,0,
"KMQ",36.39388889,136.40750000,1,
"KMS",6.71250000,-1.59111111,0,
"KMS",6.71444444,-1.59083333,1,
"KMU",-0.38000000,42.47166667,0,
"KMU",-0.37722222,42.45916667,0,
"KMU",-0.37722222,42.45916667,1,
"KMX",18.29722222,42.81138889,0,
"KMX",18.29722222,42.80361111,0,
"KMX",18.30111111,42.80083333,0,
"KMX",18.29722222,42.80361111,0,
"KMX",18.30111111,42.80083333,1,
"KMY",57.02638889,-154.14361111,1,
"KMZ",-14.79722222,24.80888889,1,
"KNA",-32.94972222,-71.47861111,1,
"KNB",37.00944444,-112.53166667,0,
"KNB",37.01111111,-112.53111111,0,
"KNB",37.01055556,-112.53138889,0,
"KNB",37.01111111,-112.53111111,0,
"KNB",37.01055556,-112.53138889,1,
"KND",-2.92250000,25.91388889,0,
"KND",-2.91916667,25.91527778,1,
"KNK",59.43333333,-154.80250000,1,
"KNN",10.39750000,-9.30555556,0,
"KNN",10.39388889,-9.30388889,1,
"KNO",3.64222222,98.88527778,1,
"KNP",-9.77194444,15.45611111,0,
"KNP",-9.77083333,15.45611111,1,
"KNS",-39.87500000,143.89166667,0,
"KNS",-39.87750000,143.87833333,1,
"KNT",36.22583333,-90.03666667,1,
"KNU",26.40277778,80.41250000,0,
"KNU",26.40444444,80.41416667,1,
"KNW",59.45222222,-157.32972222,0,
"KNW",59.45166667,-157.37305556,1,
"KNX",-15.78500000,128.70833333,0,
"KNX",-15.77805556,128.70750000,1,
"KNZ",12.84333333,-11.25250000,0,
"KNZ",12.83944444,-11.25333333,1,
"KOA",19.73888889,-156.04555556,0,
"KOA",19.73888889,-156.04555556,0,
"KOA",19.73888889,-156.04555556,0,
"KOA",19.73888889,-156.04555556,1,
"KOE",-10.17388889,123.65833333,0,
"KOE",-10.17388889,123.65833333,0,
"KOE",-10.17166667,123.67111111,1,
"KOH",-15.96666667,142.41666667,1,
"KOI",58.95861111,-2.90305556,0,
"KOI",58.95805556,-2.90055556,1,
"KOJ",31.80194444,130.72027778,0,
"KOJ",31.80333333,130.71944444,1,
"KOK",63.71555556,23.14166667,0,
"KOK",63.72111111,23.14305556,0,
"KOK",63.72111111,23.14305556,0,
"KOK",63.72111111,23.14305556,0,
"KOK",63.72111111,23.14305556,1,
"KOM",-6.06805556,142.85972222,0,
"KOM",-6.06722222,142.85888889,0,
"KOM",-6.06805556,142.85972222,1,
"KON",14.35416667,108.02138889,0,
"KON",14.35416667,108.02138889,1,
"KOP",17.37944444,104.64833333,0,
"KOP",17.38388889,104.64305556,0,
"KOP",17.38527778,104.64194444,0,
"KOP",17.38388889,104.64305556,0,
"KOP",17.38527778,104.64194444,1,
"KOR",-7.81666667,146.55000000,1,
"KOS",10.60000000,103.68333333,1,
"KOT",63.02972222,-163.56027778,0,
"KOT",63.03055556,-163.53277778,1,
"KOW",25.90000000,114.91666667,1,
"KOY",57.16222222,-154.22750000,1,
"KOZ",57.91666667,-152.50000000,0,
"KOZ",57.94222222,-152.46500000,1,
"KPB",56.35000000,-133.61666667,1,
"KPC",65.25444444,-166.85583333,0,
"KPC",65.25333333,-166.85750000,1,
"KPH",54.45000000,-162.68333333,1,
"KPI",2.01055556,112.92944444,0,
"KPI",2.01055556,112.93138889,0,
"KPI",2.01083333,112.93138889,0,
"KPI",2.01055556,112.93138889,0,
"KPI",2.01083333,112.93138889,1,
"KPK",57.43361111,-153.90000000,1,
"KPM",61.53138889,-158.64083333,1,
"KPN",59.93333333,-164.05000000,0,
"KPN",59.93305556,-164.03055556,0,
"KPN",59.93166667,-164.02833333,0,
"KPN",59.93166667,-164.02805556,0,
"KPN",59.93305556,-164.03055556,0,
"KPN",59.93166667,-164.02805556,1,
"KPO",35.98472222,129.41944444,0,
"KPO",35.98805556,129.42027778,1,
"KPP",-14.88944444,144.22055556,1,
"KPR",58.43333333,-152.58333333,1,
"KPS",-31.08333333,152.76666667,0,
"KPS",-31.07444444,152.76972222,1,
"KPV",55.90666667,-159.14500000,0,
"KPV",55.90833333,-159.15833333,0,
"KPV",55.90666667,-159.16083333,1,
"KPY",57.93333333,-153.03333333,1,
"KQA",54.13333333,-165.78333333,1,
"KR1",37.03000000,127.88527778,1,
"KRB",-17.45666667,140.83194444,0,
"KRB",-17.45583333,140.83027778,0,
"KRB",-17.45555556,140.83166667,0,
"KRB",-17.45583333,140.83027778,0,
"KRB",-17.45555556,140.83166667,1,
"KRF",63.04944444,17.77277778,0,
"KRF",63.04861111,17.76888889,0,
"KRF",63.04861111,17.76638889,0,
"KRF",63.04861111,17.76888889,0,
"KRF",63.04861111,17.76638889,1,
"KRK",50.08333333,19.78333333,0,
"KRK",50.07777778,19.78555556,1,
"KRM",59.46972222,-151.57111111,1,
"KRN",67.82222222,20.34583333,0,
"KRN",67.82194444,20.33666667,1,
"KRP",56.30000000,9.11666667,0,
"KRP",56.29750000,9.12472222,0,
"KRP",56.29833333,9.10138889,0,
"KRP",56.29750000,9.12472222,0,
"KRP",56.29833333,9.10138889,0,
"KRP",56.29833333,9.10138889,1,
"KRR",45.03472222,39.17027778,0,
"KRR",45.03472222,39.17027778,0,
"KRR",45.03472222,39.17027778,0,
"KRR",45.03444444,39.17722222,0,
"KRR",45.03444444,39.17722222,0,
"KRR",45.03472222,39.17027778,0,
"KRR",45.03444444,39.17722222,0,
"KRR",45.03472222,39.17000000,1,
"KRS",58.20305556,8.08416667,0,
"KRS",58.20416667,8.08527778,1,
"KRT",15.59944444,32.55611111,0,
"KRT",15.58944444,32.55305556,1,
"KRW",40.06500000,53.00555556,0,
"KRW",40.06333333,53.00722222,0,
"KRW",40.06500000,53.00555556,1,
"KS2",38.30250000,-95.72500000,1,
"KS3",39.87805556,-95.52250000,0,
"KS3",39.87916667,-95.52527778,1,
"KSA",5.35083333,162.97638889,0,
"KSA",5.35083333,162.97638889,0,
"KSA",5.35694444,162.95833333,1,
"KSC",48.66666667,21.25000000,0,
"KSC",48.66666667,21.25000000,0,
"KSC",48.66305556,21.24111111,0,
"KSC",48.66305556,21.24111111,0,
"KSC",48.66305556,21.24111111,0,
"KSC",48.66305556,21.24111111,0,
"KSC",48.66305556,21.24111111,1,
"KSD",59.36166667,13.46944444,0,
"KSD",59.44472222,13.33722222,1,
"KSE",0.18555556,30.10083333,0,
"KSE",0.18333333,30.10166667,0,
"KSE",0.18333333,30.10138889,0,
"KSE",0.18333333,30.10166667,0,
"KSE",0.18333333,30.10138889,1,
"KSF",51.40805556,9.37527778,0,
"KSF",51.40833333,9.37750000,0,
"KSF",51.42083333,9.39222222,0,
"KSF",51.40833333,9.37750000,0,
"KSF",51.42083333,9.39222222,1,
"KSH",34.34888889,47.15722222,0,
"KSH",34.34888889,47.15722222,0,
"KSH",34.34555556,47.15916667,1,
"KSI",9.16944444,-10.12194444,0,
"KSI",9.16138889,-10.12472222,1,
"KSL",15.39027778,36.34222222,0,
"KSL",15.38583333,36.32805556,1,
"KSM",62.06166667,-163.29805556,0,
"KSM",62.06083333,-163.30194444,1,
"KSO",40.45083333,21.27333333,1,
"KSP",-8.45388889,147.21000000,0,
"KSP",-8.46305556,147.21750000,1,
"KSQ",38.80222222,65.77305556,1,
"KSQ",38.83361111,65.92138889,1,
"KSR",56.24444444,-160.38638889,1,
"KSU",63.11472222,7.84444444,0,
"KSU",63.11166667,7.82444444,0,
"KSU",63.11250000,7.82916667,1,
"KTA",-20.71000000,116.76666667,0,
"KTA",-20.71222222,116.77333333,1,
"KTB",55.68833333,-132.53500000,1,
"KTH",59.95555556,-158.48055556,1,
"KTL",0.97194444,34.95861111,1,
"KTM",27.70055556,85.36305556,0,
"KTM",27.69666667,85.35916667,0,
"KTM",27.69722222,85.35805556,0,
"KTM",27.69666667,85.35916667,1,
"KTN",55.35833333,-131.71666667,0,
"KTN",55.35416667,-131.71111111,1,
"KTP",17.98750000,-76.82333333,0,
"KTP",17.98861111,-76.82388889,1,
"KTR",-14.45750000,132.27138889,1,
"KTS",65.32944444,-166.47166667,0,
"KTS",65.33138889,-166.46583333,0,
"KTS",65.33194444,-166.46777778,1,
"KTT",67.70111111,24.86361111,0,
"KTT",67.70111111,24.84694444,1,
"KTW",50.47416667,19.07444444,0,
"KTW",50.47611111,19.08222222,0,
"KTW",50.47416667,19.07444444,0,
"KTW",50.47611111,19.08222222,1,
"KUA",3.77222222,103.21027778,0,
"KUA",3.77527778,103.20916667,0,
"KUA",3.77527778,103.20888889,0,
"KUA",3.77527778,103.20916667,0,
"KUA",3.77527778,103.20888889,1,
"KUD",6.92500000,116.83416667,0,
"KUD",6.92416667,116.83083333,0,
"KUD",6.92361111,116.83750000,0,
"KUD",6.92416667,116.83083333,0,
"KUD",6.92361111,116.83750000,1,
"KUF",53.50472222,50.16444444,0,
"KUF",53.50472222,50.16444444,0,
"KUF",53.50500000,50.16388889,0,
"KUF",53.50472222,50.16416667,0,
"KUF",53.50500000,50.16388889,1,
"KUH",43.03972222,144.20388889,0,
"KUH",43.04083333,144.19305556,1,
"KUI",-36.46666667,174.83333333,1,
"KUK",60.87277778,-162.52250000,0,
"KUK",60.87333333,-162.52444444,1,
"KUL",2.74555556,101.71000000,0,
"KUL",2.74555556,101.71000000,0,
"KUL",2.74333333,101.69805556,0,
"KUL",2.74555556,101.71000000,0,
